"Início dos relatórios","Encerramento dos relatórios","Nome do anúncio","Veiculação de anúncio",Início,"Data da última edição",Término,Resultados,"Indicador de resultados","Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,Alcance,Frequência,"Cliques no link únicos","CTR (taxa de cliques no link)","CPC (custo por clique no link) (BRL)","CPM (custo por 1.000 impressões) (BRL)","Visualizações da página de destino"
2026-07-01,2026-07-21,"VAD03 Hibridos — Cópia",inactive,2026-05-14,2026-07-14,Contínuo,18,total_profile_visits,0.17666667,"Usando orçamento da campanha",0,3.18,262,255,1.027451,15,6.10687,0.19875,12.137405,
2026-07-01,2026-07-21,"VAD03 Hibridos — Cópia — Cópia",not_delivering,2026-06-02,2026-06-09,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD03 Hibridos — Cópia — Cópia",not_delivering,2026-06-02,2026-06-09,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD03 Hibridos — Cópia — Cópia",not_delivering,2026-06-02,2026-06-09,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD03 Hibridos — Cópia — Cópia",not_delivering,2026-06-02,2026-06-09,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD01 Seleção ALV Autojans",not_delivering,2026-04-20,2026-06-09,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"test drive Jair auto",inactive,2026-05-14,2026-06-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Tem movimentação diferente",inactive,2026-05-14,2026-06-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD05 Seleção ALV",inactive,2026-05-14,2026-06-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD01 Seleção ALV  Dgongora",not_delivering,2026-05-12,2026-06-12,Contínuo,33,total_profile_visits,0.12545455,"Usando orçamento da campanha",0,4.14,354,312,1.134615,23,6.779661,0.1725,11.694915,2
2026-07-01,2026-07-21,"VAD01 Seleção ALV Autopower",not_delivering,2026-05-12,2026-06-12,Contínuo,29,total_profile_visits,0.18586207,"Usando orçamento da campanha",0,5.39,486,440,1.104545,26,5.349794,0.207308,11.090535,3
2026-07-01,2026-07-21,"VAD01 Seleção ALV Toso",not_delivering,2026-05-12,2026-06-12,Contínuo,14,total_profile_visits,0.16285714,"Usando orçamento da campanha",0,2.28,213,199,1.070352,12,5.633803,0.19,10.704225,1
2026-07-01,2026-07-21,"VAD01 Seleção ALV Jairauto",not_delivering,2026-05-12,2026-06-12,Contínuo,12,total_profile_visits,0.2575,"Usando orçamento da campanha",0,3.09,295,271,1.088561,11,3.728814,0.280909,10.474576,2
2026-07-01,2026-07-21,"VAD01 Seleção ALV Carros Premium",not_delivering,2026-05-12,2026-06-12,Contínuo,21,total_profile_visits,0.23619048,"Usando orçamento da campanha",0,4.96,533,464,1.148707,16,3.001876,0.31,9.305816,2
2026-07-01,2026-07-21,"VAD01 Seleção ALV Grantorino",not_delivering,2026-05-12,2026-06-12,Contínuo,32,total_profile_visits,0.2071875,"Usando orçamento da campanha",0,6.63,679,646,1.051084,29,4.270987,0.228621,9.764359,5
2026-07-01,2026-07-21,"VAD01 Seleção ALV Autojans",not_delivering,2026-05-12,2026-06-12,Contínuo,1379,total_profile_visits,0.17507614,"Usando orçamento da campanha",0,241.43,29652,22691,1.306774,1126,4.036827,0.201696,8.142115,110
2026-07-01,2026-07-21,"VAD01 Seleção ALV Sitima",not_delivering,2026-05-12,2026-06-12,Contínuo,30,total_profile_visits,0.169,"Usando orçamento da campanha",0,5.07,512,454,1.127753,22,4.492188,0.220435,9.902344,1
2026-07-01,2026-07-21,"VAD01 Seleção ALV City Motors",not_delivering,2026-05-12,2026-06-12,Contínuo,54,total_profile_visits,0.10296296,"Usando orçamento da campanha",0,5.56,540,479,1.127349,33,7.037037,0.146316,10.296296,8
2026-07-01,2026-07-21,"VAD01 Seleção ALV Toyoto",not_delivering,2026-05-12,2026-06-12,Contínuo,5,total_profile_visits,0.19,"Usando orçamento da campanha",0,0.95,84,79,1.063291,4,4.761905,0.2375,11.309524,2
2026-07-01,2026-07-21,"VAD02 SELEÇÃO ALV Geral",not_delivering,2026-05-12,2026-06-12,Contínuo,279,total_profile_visits,0.1821147,"Usando orçamento da campanha",0,50.81,5076,3910,1.29821,227,4.62963,0.216213,10.00985,32
2026-07-01,2026-07-21,"VAD01 Seleção ALV Auto Trade",not_delivering,2026-05-12,2026-06-15,Contínuo,7,total_profile_visits,0.16,"Usando orçamento da campanha",0,1.12,128,122,1.04918,7,5.46875,0.16,8.75,3
2026-07-01,2026-07-21,"VAD01 Seleção ALV Tipave",not_delivering,2026-05-12,2026-06-15,Contínuo,65,total_profile_visits,0.17184615,"Usando orçamento da campanha",0,11.17,1085,961,1.129032,56,5.345622,0.192586,10.294931,7
2026-07-01,2026-07-21,"VAD03 Test Drive Geely Max Tipave",inactive,2026-05-14,2026-07-14,Contínuo,195,total_profile_visits,0.19471795,"Usando orçamento da campanha",0,37.97,2943,2334,1.260925,139,5.198777,0.24817,12.901801,2
2026-07-01,2026-07-21,"VAD01 Seleção ALV Atual",not_delivering,2026-05-12,2026-06-15,Contínuo,216,total_profile_visits,0.19847222,"Usando orçamento da campanha",0,42.87,3980,3210,1.239875,161,4.271357,0.252176,10.771357,20
2026-07-01,2026-07-21,"AD01 Feirão Bradesco",inactive,2026-05-12,2026-07-03,Contínuo,12,total_profile_visits,0.11416667,"Usando orçamento da campanha",0,1.37,72,72,1,12,16.666667,0.114167,19.027778,
2026-07-01,2026-07-21,"AD02 Feirão Bradesco",inactive,2026-05-12,2026-07-03,Contínuo,9,total_profile_visits,0.09555556,"Usando orçamento da campanha",0,0.86,68,67,1.014925,9,14.705882,0.086,12.647059,
2026-07-01,2026-07-21,"AD03 Feirão Bradesco",inactive,2026-05-12,2026-07-03,Contínuo,3,total_profile_visits,0.08666667,"Usando orçamento da campanha",0,0.26,49,48,1.020833,3,6.122449,0.086667,5.306122,
2026-07-01,2026-07-21,"VAD01 Feirão Bradesco",inactive,2026-05-12,2026-07-03,Contínuo,208,total_profile_visits,0.12317308,"Usando orçamento da campanha",0,25.62,1304,1264,1.031646,212,16.411043,0.11972,19.647239,
2026-07-01,2026-07-21,"VAD02A Feirão Bradesco V2",inactive,2026-06-16,2026-06-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD01B Feirão Bradesco V1",inactive,2026-06-16,2026-06-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD02B Feirão Bradesco V2",inactive,2026-06-16,2026-07-03,Contínuo,1,total_profile_visits,0.08,"Usando orçamento da campanha",0,0.08,12,11,1.090909,2,16.666667,0.04,6.666667,
2026-07-01,2026-07-21,"VAD01A Feirão Bradesco V1",inactive,2026-06-16,2026-06-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD03A Feirão Bradesco V3",inactive,2026-06-16,2026-06-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD03B Feirão Bradesco V3",inactive,2026-06-16,2026-06-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD01 Feirão Bradesco Institucional",inactive,2026-05-14,2026-07-03,Contínuo,30,total_profile_visits,0.11733333,"Usando orçamento da campanha",0,3.52,207,199,1.040201,30,14.975845,0.113548,17.004831,
2026-07-01,2026-07-21,"AD02 Feirão Bradesco Institucional",inactive,2026-05-14,2026-07-03,Contínuo,33,total_profile_visits,0.10878788,"Usando orçamento da campanha",0,3.59,192,188,1.021277,33,17.1875,0.108788,18.697917,
2026-07-01,2026-07-21,"AD03 Feirão Bradesco Institucional",inactive,2026-05-14,2026-07-03,Contínuo,1391,total_profile_visits,0.11183321,"Usando orçamento da campanha",0,155.56,8495,7194,1.180845,1322,16.597999,0.110326,18.311948,
2026-07-01,2026-07-21,"VAD01 Feirão Bradesco Institucional",inactive,2026-05-14,2026-07-03,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD02 Feirão Bradesco Institucional",inactive,2026-05-14,2026-07-03,Contínuo,,,,"Usando orçamento da campanha",0,0.01,2,2,1,,,,5,
2026-07-01,2026-07-21,"VAD03 Feirão Bradesco Institucional",inactive,2026-05-14,2026-07-03,Contínuo,1,total_profile_visits,0.05,"Usando orçamento da campanha",0,0.05,3,3,1,,,,16.666667,
2026-07-01,2026-07-21,"VAD01 Seleção ALV Provenci/Leon",not_delivering,2026-05-12,2026-06-16,Contínuo,100,total_profile_visits,0.1695,"Usando orçamento da campanha",0,16.95,1861,1652,1.126513,77,4.191295,0.217308,9.108006,8
2026-07-01,2026-07-21,"Post do Instagram: Feirão Jogada Certa vai...",not_delivering,2026-06-17,2026-06-17,2026-06-26,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD01 Seleção ALV Luvile",not_delivering,2026-05-12,2026-06-17,Contínuo,100,total_profile_visits,0.1574,"Usando orçamento da campanha",0,15.74,1497,1292,1.158669,77,5.477622,0.191951,10.514362,8
2026-07-01,2026-07-21,"VAD01 Seleção ALV GS Motors",not_delivering,2026-05-12,2026-06-18,Contínuo,8,total_profile_visits,0.2175,"Usando orçamento da campanha",0,1.74,211,200,1.055,6,2.843602,0.29,8.246446,1
2026-07-01,2026-07-21,"VAD01 Seleção ALV Via Mais/Way",not_delivering,2026-05-12,2026-06-19,Contínuo,2,total_profile_visits,0.47,"Usando orçamento da campanha",0,0.94,99,92,1.076087,2,2.020202,0.47,9.494949,1
2026-07-01,2026-07-21,"VAD01 Seleção ALV CWB/OZ",not_delivering,2026-05-12,2026-06-19,Contínuo,7,total_profile_visits,0.16285714,"Usando orçamento da campanha",0,1.14,126,113,1.115044,3,2.380952,0.38,9.047619,1
2026-07-01,2026-07-21,"Post do Instagram: 🚗 Preços que você não vai...",not_delivering,2026-06-19,2026-06-19,2026-06-22,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD01 Seleção ALV Pittbull",not_delivering,2026-05-12,2026-06-22,Contínuo,9,total_profile_visits,0.33777778,"Usando orçamento da campanha",0,3.04,342,313,1.092652,8,2.631579,0.337778,8.888889,
2026-07-01,2026-07-21,"Post do Instagram: As estrelas já estão em campo...",not_delivering,2026-06-23,2026-06-23,2026-06-27,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CRSL05 Feirão",inactive,2026-05-14,2026-07-03,Contínuo,930,actions:link_click,0.09494624,"Usando orçamento da campanha",0,88.3,26145,20700,1.263043,846,3.557085,0.094946,3.377319,375
2026-07-01,2026-07-21,"CRSL 07 Feirão",inactive,2026-05-14,2026-06-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CRSL 08 Feirão",inactive,2026-05-14,2026-07-03,Contínuo,6,actions:link_click,0.07333333,"Usando orçamento da campanha",0,0.44,267,264,1.011364,6,2.247191,0.073333,1.64794,1
2026-07-01,2026-07-21,"CRSL06 Feirão",inactive,2026-05-14,2026-06-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD01 Feirão",inactive,2026-05-12,2026-07-07,Contínuo,1505,total_profile_visits,0.11765449,"Usando orçamento da campanha",0,177.07,12014,10469,1.147579,1454,12.893291,0.114312,14.738638,
2026-07-01,2026-07-21,"VAD01 Seleção ALV South Motors",not_delivering,2026-05-12,2026-06-23,Contínuo,99,total_profile_visits,0.17030303,"Usando orçamento da campanha",0,16.86,1606,1402,1.145506,78,5.16812,0.203133,10.498132,9
2026-07-01,2026-07-21,"VAD01 Seleção ALV Massa Motors",not_delivering,2026-05-14,2026-06-25,Contínuo,413,total_profile_visits,0.24397094,"Usando orçamento da campanha",0,100.76,9544,7349,1.29868,310,3.321459,0.317855,10.557418,26
2026-07-01,2026-07-21,"AD01 Confira Nosso Estoque",active,2026-06-29,2026-06-29,Contínuo,58258,reach,1.55686773,12,Diário,90.7,75507,58258,1.29608,48,0.06357,1.889583,1.201213,7
2026-07-01,2026-07-21,"VAD01 Seleção ALV Schafas",not_delivering,2026-05-14,2026-06-25,Contínuo,39,total_profile_visits,0.16871795,"Usando orçamento da campanha",0,6.58,722,665,1.085714,28,4.016621,0.226897,9.113573,5
2026-07-01,2026-07-21,"VAD01 Seleção ALV Speed",inactive,2026-05-14,2026-06-30,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD01 CWB Institucional",inactive,2026-06-29,2026-07-20,Contínuo,4,actions:onsite_conversion.messaging_conversation_started_7d,34.505,39,Diário,138.02,4317,2265,1.90596,21,0.486449,6.572381,31.971276,
2026-07-01,2026-07-21,"AD01 Massa Institucional",not_delivering,2026-06-29,2026-07-03,Contínuo,11,actions:onsite_conversion.messaging_conversation_started_7d,39.87818182,39,Diário,438.66,20983,8334,2.517759,161,0.93409,2.238061,20.905495,3
2026-07-01,2026-07-21,"AD01 OZ Institucional",not_delivering,2026-06-29,2026-07-17,Contínuo,27,actions:onsite_conversion.messaging_conversation_started_7d,11.72592593,39,Diário,316.6,12458,6061,2.055436,118,1.131803,2.24539,25.413389,
2026-07-01,2026-07-21,"AD01 Schafas Institucional",not_delivering,2026-06-29,2026-07-17,Contínuo,9,actions:onsite_conversion.messaging_conversation_started_7d,11.72,39,Diário,105.48,3166,1875,1.688533,33,1.07391,3.102353,33.316488,
2026-07-01,2026-07-21,"AD01 South Institucional",archived,2026-06-29,2026-06-29,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD01 GS Motors Institucional",not_delivering,2026-06-29,2026-07-17,Contínuo,30,actions:onsite_conversion.messaging_conversation_started_7d,13.56833333,39,Diário,407.05,11627,5550,2.094955,119,1.143889,3.060526,35.009031,1
2026-07-01,2026-07-21,"AD01 Speed Institucional",not_delivering,2026-06-29,2026-07-17,Contínuo,10,actions:onsite_conversion.messaging_conversation_started_7d,33.207,39,Diário,332.07,10327,3806,2.713347,47,0.522901,6.149444,32.155515,
2026-07-01,2026-07-21,"VD01 Speed Institucional",inactive,2026-06-29,2026-07-20,Contínuo,3,actions:onsite_conversion.messaging_conversation_started_7d,49.73333333,39,Diário,149.2,3916,2344,1.670648,7,0.178754,21.314286,38.100102,
2026-07-01,2026-07-21,"VD01 South Institucional",archived,2026-06-29,2026-06-29,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VD01 Schafas Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,37,actions:onsite_conversion.messaging_conversation_started_7d,10.26162162,39,Diário,379.68,11005,6582,1.671984,90,0.872331,3.955,34.500682,
2026-07-01,2026-07-21,"VD01 OZ Institucional",inactive,2026-06-29,2026-07-20,Contínuo,5,actions:onsite_conversion.messaging_conversation_started_7d,31.686,39,Diário,158.43,4110,2458,1.672091,21,0.559611,6.888261,38.547445,
2026-07-01,2026-07-21,"VD01 GS Motors Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,7,actions:onsite_conversion.messaging_conversation_started_7d,9.71428571,39,Diário,68,1561,1074,1.453445,9,0.576553,7.555556,43.561819,
2026-07-01,2026-07-21,"VD01 Massa Institucional",inactive,2026-06-29,2026-07-03,Contínuo,,,,39,Diário,29.12,477,360,1.325,2,0.419287,14.56,61.048218,
2026-07-01,2026-07-21,"VD01 CWB Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,24,actions:onsite_conversion.messaging_conversation_started_7d,14.85083333,39,Diário,356.42,8818,5674,1.554106,55,0.646405,6.252982,40.419596,2
2026-07-01,2026-07-21,"AD03 Seu carro está aqui",inactive,2026-06-29,2026-07-02,Contínuo,4771,reach,1.27017397,12,Diário,6.06,5042,4771,1.056802,2,0.039667,3.03,1.201904,
2026-07-01,2026-07-21,"AD05 Conforto, praticidade e segurança",active,2026-06-29,2026-06-29,Contínuo,103479,reach,1.84220953,12,Diário,190.63,156641,103479,1.513747,113,0.072139,1.686991,1.216987,21
2026-07-01,2026-07-21,"VD01 Confiança, praticidade e segurança",inactive,2026-06-29,2026-07-07,Contínuo,1205,reach,1.2780083,12,Diário,1.54,1237,1205,1.026556,,,,1.244947,
2026-07-01,2026-07-21,"VD02 Motion Seu carro está aqui",inactive,2026-06-29,2026-07-02,Contínuo,117,reach,1.53846154,12,Diário,0.18,122,117,1.042735,,,,1.47541,
2026-07-01,2026-07-21,"VD03 Curitiba, estoque +1000 seminovos",inactive,2026-06-29,2026-07-02,Contínuo,131,reach,1.14503817,12,Diário,0.15,133,131,1.015267,,,,1.12782,
2026-07-01,2026-07-21,"AD02 Seu carro esta aqui V2",inactive,2026-06-29,2026-07-02,Contínuo,1312,reach,1.2347561,10,Diário,1.62,1334,1312,1.016768,,,,1.214393,
2026-07-01,2026-07-21,"VD01 Confiança, praticidade e segurança",inactive,2026-06-29,2026-07-02,Contínuo,148,reach,1.28378378,10,Diário,0.19,149,148,1.006757,,,,1.275168,
2026-07-01,2026-07-21,"AD05 Conforto, praticidade e segurança",inactive,2026-06-29,2026-07-02,Contínuo,1961,reach,1.2136665,10,Diário,2.38,1995,1961,1.017338,2,0.100251,1.19,1.192982,
2026-07-01,2026-07-21,"VD02 Motion Seu carro está aqui",inactive,2026-06-29,2026-07-02,Contínuo,0,reach,,10,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD03 Buscando seu carro novo?",not_delivering,2026-06-29,2026-06-29,Contínuo,60975,reach,1.65149651,10,Diário,100.7,79899,60975,1.310357,54,0.067585,1.864815,1.260341,7
2026-07-01,2026-07-21,"VD03 Não encontra na sua região?",inactive,2026-06-29,2026-07-02,Contínuo,46,reach,1.30434783,10,Diário,0.06,47,46,1.021739,,,,1.276596,
2026-07-01,2026-07-21,"AD04 Vale a pena buscar",inactive,2026-06-29,2026-07-02,Contínuo,1772,reach,1.32054176,10,Diário,2.34,1828,1772,1.031603,1,0.054705,2.34,1.280088,1
2026-07-01,2026-07-21,"AD01 Confira Nosso Estoque",not_delivering,2026-06-29,2026-06-29,Contínuo,52655,reach,1.62928497,10,Diário,85.79,68193,52655,1.295091,48,0.070388,1.787292,1.258047,6
2026-07-01,2026-07-21,"AD06 Seminovo que não encontra na sua região",inactive,2026-06-29,2026-07-02,Contínuo,2047,reach,1.14802149,10,Diário,2.35,2070,2047,1.011236,,,,1.135266,
2026-07-01,2026-07-21,"VD04 Procurando carros de qualidade",not_delivering,2026-06-29,2026-07-10,Contínuo,337,reach,1.27596439,10,Diário,0.43,348,337,1.032641,,,,1.235632,
2026-07-01,2026-07-21,"VD03 Não encontra na sua região?",active,2026-06-29,2026-07-10,Contínuo,175,reach,1.02857143,10,Diário,0.18,178,175,1.017143,,,,1.011236,
2026-07-01,2026-07-21,"AD02 Seu carro esta aqui V2",inactive,2026-06-29,2026-07-02,Contínuo,1464,reach,1.04508197,10,Diário,1.53,1477,1464,1.00888,1,0.067705,1.53,1.035884,
2026-07-01,2026-07-21,"AD04 Vale a pena buscar",active,2026-06-29,2026-07-07,Contínuo,47355,reach,1.19649456,10,Diário,56.66,51948,47355,1.096991,56,0.1078,1.011786,1.090706,16
2026-07-01,2026-07-21,"AD03 Buscando seu carro novo?",not_delivering,2026-06-29,2026-06-29,Contínuo,48829,reach,1.89989555,10,Diário,92.77,70457,48829,1.442934,49,0.069546,1.893265,1.31669,6
2026-07-01,2026-07-21,"AD05 Conforto, praticidade e segurança",inactive,2026-06-29,2026-07-10,Contínuo,26244,reach,1.72915714,10,Diário,45.38,36026,26244,1.372733,15,0.041637,3.025333,1.259646,1
2026-07-01,2026-07-21,"AD01 Confira Nosso Estoque",not_delivering,2026-06-29,2026-06-29,Contínuo,38015,reach,1.88530843,10,Diário,71.67,54469,38015,1.432829,34,0.062421,2.107941,1.315794,8
2026-07-01,2026-07-21,"VD01 Confiança, praticidade e segurança",inactive,2026-06-29,2026-07-02,Contínuo,769,reach,1.27438231,10,Diário,0.98,774,769,1.006502,,,,1.26615,
2026-07-01,2026-07-21,"AD04 Vale a pena buscar",inactive,2026-06-29,2026-07-02,Contínuo,2236,reach,1.32826476,10,Diário,2.97,2333,2236,1.043381,3,0.12859,0.99,1.273039,1
2026-07-01,2026-07-21,"AD06 Seminovo que não encontra na sua região",inactive,2026-06-29,2026-07-02,Contínuo,1545,reach,1.10679612,10,Diário,1.71,1549,1545,1.002589,1,0.064558,1.71,1.103938,
2026-07-01,2026-07-21,"AD05 Conforto, praticidade e segurança",inactive,2026-06-29,2026-07-02,Contínuo,1247,reach,1.09061748,10,Diário,1.36,1247,1247,1,2,0.160385,0.68,1.090617,
2026-07-01,2026-07-21,"VD04 Procurando carros de qualidade",inactive,2026-06-29,2026-07-02,Contínuo,19,reach,1.05263158,10,Diário,0.02,19,19,1,,,,1.052632,
2026-07-01,2026-07-21,"AD03 Buscando seu carro novo?",active,2026-06-29,2026-06-29,Contínuo,85095,reach,1.26082614,10,Diário,107.29,95781,85095,1.125577,48,0.050114,2.235208,1.12016,14
2026-07-01,2026-07-21,"VD01 Confiança, praticidade e segurança",inactive,2026-06-29,2026-07-02,Contínuo,25,reach,2.4,10,Diário,0.06,25,25,1,,,,2.4,
2026-07-01,2026-07-21,"AD01 Confira Nosso Estoque",inactive,2026-06-29,2026-07-10,Contínuo,29005,reach,1.21117049,10,Diário,35.13,31161,29005,1.074332,16,0.051346,2.195625,1.127371,2
2026-07-01,2026-07-21,"VD04 Procurando carros de qualidade",inactive,2026-06-29,2026-07-02,Contínuo,21,reach,1.42857143,10,Diário,0.03,22,21,1.047619,,,,1.363636,
2026-07-01,2026-07-21,"VD03 Não encontra na sua região?",inactive,2026-06-29,2026-07-02,Contínuo,37,reach,1.35135135,10,Diário,0.05,39,37,1.054054,,,,1.282051,
2026-07-01,2026-07-21,"AD02 Seu carro esta aqui V2",inactive,2026-06-29,2026-07-02,Contínuo,1126,reach,1.1722913,10,Diário,1.32,1163,1126,1.03286,,,,1.134996,
2026-07-01,2026-07-21,"AD04 Vale a pena buscar",inactive,2026-06-29,2026-07-02,Contínuo,1775,reach,1.17746479,10,Diário,2.09,1799,1775,1.013521,1,0.055586,2.09,1.161757,
2026-07-01,2026-07-21,"VD02 Motion Seu carro está aqui",inactive,2026-06-29,2026-07-02,Contínuo,20,reach,2,10,Diário,0.04,20,20,1,,,,2,
2026-07-01,2026-07-21,"AD06 Seminovo que não encontra na sua região",inactive,2026-06-29,2026-07-02,Contínuo,826,reach,1.1622276,10,Diário,0.96,832,826,1.007264,1,0.120192,0.96,1.153846,
2026-07-01,2026-07-21,"VD01 Confiança, praticidade e segurança",inactive,2026-06-29,2026-07-02,Contínuo,415,reach,1.27710843,10,Diário,0.53,436,415,1.050602,,,,1.215596,
2026-07-01,2026-07-21,"AD01 Confira Nosso Estoque",not_delivering,2026-06-29,2026-06-29,Contínuo,48912,reach,1.55401537,10,Diário,76.01,62442,48912,1.276619,39,0.062458,1.948974,1.21729,5
2026-07-01,2026-07-21,"VD02 Motion Seu carro está aqui",inactive,2026-06-29,2026-07-02,Contínuo,46,reach,1.08695652,10,Diário,0.05,46,46,1,,,,1.086957,
2026-07-01,2026-07-21,"AD05 Conforto, praticidade e segurança",not_delivering,2026-06-29,2026-07-07,Contínuo,28848,reach,1.50513034,10,Diário,43.42,34662,28848,1.201539,22,0.06347,1.973636,1.252669,6
2026-07-01,2026-07-21,"AD03 Buscando seu carro novo?",not_delivering,2026-06-29,2026-06-29,Contínuo,55756,reach,1.59139824,10,Diário,88.73,72464,55756,1.299663,41,0.05658,2.164146,1.22447,8
2026-07-01,2026-07-21,"AD07 Não importa a região PR",inactive,2026-06-29,2026-07-02,Contínuo,884,reach,1.21040724,10,Diário,1.07,916,884,1.036199,,,,1.168122,
2026-07-01,2026-07-21,"AD01 Confira Nosso Estoque",inactive,2026-06-29,2026-07-20,Contínuo,231,actions:omni_landing_page_view,1.31060606,50,Diário,302.75,53678,20579,2.608387,713,1.549983,0.363882,5.640113,231
2026-07-01,2026-07-21,"AD02 Procurando Seminovo?",inactive,2026-06-29,2026-07-20,Contínuo,62,actions:omni_landing_page_view,1.395,50,Diário,86.49,14176,7673,1.847517,184,1.495485,0.407972,6.101157,62
2026-07-01,2026-07-21,"VD02 Motion Seu carro está aqui",inactive,2026-06-29,2026-07-20,Contínuo,6,actions:omni_landing_page_view,1.59166667,50,Diário,9.55,1552,1214,1.278418,27,1.739691,0.353704,6.153351,6
2026-07-01,2026-07-21,"AD01 South Institucional",not_delivering,2026-06-29,2026-07-17,Contínuo,18,actions:onsite_conversion.messaging_conversation_started_7d,13.15222222,39,Diário,236.74,6308,3111,2.027644,38,0.618263,6.070256,37.53012,2
2026-07-01,2026-07-21,"VD01 South Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,17,actions:onsite_conversion.messaging_conversation_started_7d,15.19529412,39,Diário,258.32,6044,3497,1.728339,31,0.545996,7.827879,42.739907,2
2026-07-01,2026-07-21,"Post do Instagram: Kardian Iconic 2026 ou Pulse...",not_delivering,2026-07-01,2026-07-01,2026-07-15,508,actions:link_click,0.27476378,"Usando orçamento da campanha",0,139.58,16140,10833,1.489892,473,3.14746,0.274764,8.648079,214
2026-07-01,2026-07-21,"Post do Instagram: Ele veio buscar o carro...",not_delivering,2026-07-02,2026-07-02,2026-07-09,22499,actions:post_engagement,0.00310636,"Usando orçamento da campanha",0,69.89,34501,33071,1.04324,,,,2.025738,
2026-07-01,2026-07-21,"Post do Instagram: 🚗 Preços que você não vai...",not_delivering,2026-07-03,2026-07-03,2026-07-06,88,profile_visit_view,0.34045455,"Usando orçamento da campanha",0,29.96,3784,2965,1.276223,73,2.299154,0.344368,7.917548,4
2026-07-01,2026-07-21,"AD01 Santander + Autoshopping",inactive,2026-06-29,2026-07-20,Contínuo,317,actions:omni_landing_page_view,1.38082019,100,Diário,437.72,67528,36040,1.873696,1218,2.070252,0.313104,6.482052,317
2026-07-01,2026-07-21,"VD03 Santander + Autoshopping",inactive,2026-06-29,2026-07-20,Contínuo,,,,100,Diário,1.97,332,306,1.084967,3,0.903614,0.656667,5.933735,
2026-07-01,2026-07-21,"VD01 Santander + Autoshopping",inactive,2026-06-29,2026-07-20,Contínuo,34,actions:omni_landing_page_view,2.58588235,100,Diário,87.92,12463,8975,1.388635,209,1.837439,0.38393,7.054481,34
2026-07-01,2026-07-21,"Post do Instagram: Vai viajar nas férias? Não...",not_delivering,2026-07-06,2026-07-06,2026-07-13,8236,actions:post_engagement,0.00848592,"Usando orçamento da campanha",0,69.89,15719,12371,1.270633,,,,4.446212,
2026-07-01,2026-07-21,"AD08 Tiggo OZ - Ofertas 07/07 - 21/07",inactive,2026-06-29,2026-07-21,Contínuo,5008,actions:omni_landing_page_view,0.22740815,100,Diário,1138.86,170019,83031,2.047657,5167,3.690176,0.181521,6.698428,5008
