Relatório de campanha
1 de janeiro de 2026 - 30 de junho de 2026
Mês,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Código da moeda,Status,Motivos do status,ID da campanha,Tipo de campanha,CPM médio,Impr.,Interações,Taxa de interação,Custo médio,Custo,CTR,CPC méd.,Pontuação de otimização,Tipo de estratégia de lances,Cliques,Taxa de conv.,Conversões,Custo / conv.,Parcela impr rede de pesquisa,Parc impr perd rede de pesquisa (orç),Taxa de rejeição (UA (Universal Analytics na sigla em inglês)),Duração média da sessão (segundos) (UA (Universal Analytics na sigla em inglês)),% de sessões novas (UA (Universal Analytics na sigla em inglês)),% de sessões engajadas (GA4),Eventos / sessão (GA4),Páginas / sessão (UA (Universal Analytics na sigla em inglês))
janeiro de 2026,Pausada,[L3FT] DIS_RMKT,"32,20", --,Diário,BRL,Pausado,campanha pausada,16628242011,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] DIS_RMKT,"32,20", --,Diário,BRL,Pausado,campanha pausada,16628242011,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] DIS_RMKT,"32,20", --,Diário,BRL,Pausado,campanha pausada,16628242011,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] DIS_RMKT,"32,20", --,Diário,BRL,Pausado,campanha pausada,16628242011,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] DIS_RMKT,"32,20", --,Diário,BRL,Pausado,campanha pausada,16628242011,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] DIS_RMKT,"32,20", --,Diário,BRL,Pausado,campanha pausada,16628242011,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] YOU_Feirão,"14700,00", --,Total da campanha,BRL,Pausado,campanha pausada; campanha finalizada,16509592555,Vídeo,0,0,0, --,0,"0,00", --,0, --,CPM de destino,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] YOU_Feirão,"14700,00", --,Total da campanha,BRL,Pausado,campanha pausada; campanha finalizada,16509592555,Vídeo,0,0,0, --,0,"0,00", --,0, --,CPM de destino,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] YOU_Feirão,"14700,00", --,Total da campanha,BRL,Pausado,campanha pausada; campanha finalizada,16509592555,Vídeo,0,0,0, --,0,"0,00", --,0, --,CPM de destino,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] YOU_Feirão,"14700,00", --,Total da campanha,BRL,Pausado,campanha pausada; campanha finalizada,16509592555,Vídeo,0,0,0, --,0,"0,00", --,0, --,CPM de destino,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] YOU_Feirão,"14700,00", --,Total da campanha,BRL,Pausado,campanha pausada; campanha finalizada,16509592555,Vídeo,0,0,0, --,0,"0,00", --,0, --,CPM de destino,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] YOU_Feirão,"14700,00", --,Total da campanha,BRL,Pausado,campanha pausada; campanha finalizada,16509592555,Vídeo,0,0,0, --,0,"0,00", --,0, --,CPM de destino,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos _Experimento,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,16014260797,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos _Experimento,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,16014260797,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos _Experimento,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,16014260797,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos _Experimento,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,16014260797,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos _Experimento,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,16014260797,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos _Experimento,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,16014260797,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] DIS_Feirão_Jan.22,"250,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15990568465,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] DIS_Feirão_Jan.22,"250,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15990568465,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] DIS_Feirão_Jan.22,"250,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15990568465,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] DIS_Feirão_Jan.22,"250,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15990568465,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] DIS_Feirão_Jan.22,"250,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15990568465,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] DIS_Feirão_Jan.22,"250,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15990568465,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] DIS_Feirão_Detona_Nov.21,"214,20", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15246103185,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] DIS_Feirão_Detona_Nov.21,"214,20", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15246103185,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] DIS_Feirão_Detona_Nov.21,"214,20", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15246103185,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] DIS_Feirão_Detona_Nov.21,"214,20", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15246103185,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] DIS_Feirão_Detona_Nov.21,"214,20", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15246103185,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] DIS_Feirão_Detona_Nov.21,"214,20", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15246103185,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] DIS_Feirão_Só_Carro_TOP,"666,60", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15038181809,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] DIS_Feirão_Só_Carro_TOP,"666,60", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15038181809,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] DIS_Feirão_Só_Carro_TOP,"666,60", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15038181809,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] DIS_Feirão_Só_Carro_TOP,"666,60", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15038181809,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] DIS_Feirão_Só_Carro_TOP,"666,60", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15038181809,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] DIS_Feirão_Só_Carro_TOP,"666,60", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,15038181809,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,14673974574,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,14673974574,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,14673974574,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,14673974574,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,14673974574,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Ativada,[L3FT] SCH_Marcas_Veiculos_Seminovos,"102,23", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,14673974574,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] DIS_Feirão_Semana_Brasil,"118,21", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14497741865,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] DIS_Feirão_Semana_Brasil,"118,21", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14497741865,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] DIS_Feirão_Semana_Brasil,"118,21", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14497741865,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] DIS_Feirão_Semana_Brasil,"118,21", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14497741865,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] DIS_Feirão_Semana_Brasil,"118,21", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14497741865,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] DIS_Feirão_Semana_Brasil,"118,21", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14497741865,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] DIS_Feirão_Detona,"266,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14457405033,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] DIS_Feirão_Detona,"266,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14457405033,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] DIS_Feirão_Detona,"266,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14457405033,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] DIS_Feirão_Detona,"266,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14457405033,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] DIS_Feirão_Detona,"266,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14457405033,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] DIS_Feirão_Detona,"266,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14457405033,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] DIS_JUL.21_Feirão,"500,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14041166572,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] DIS_JUL.21_Feirão,"500,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14041166572,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] DIS_JUL.21_Feirão,"500,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14041166572,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] DIS_JUL.21_Feirão,"500,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14041166572,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] DIS_JUL.21_Feirão,"500,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14041166572,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] DIS_JUL.21_Feirão,"500,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,14041166572,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] DIS_Feirão,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,13538080005,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] DIS_Feirão,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,13538080005,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] DIS_Feirão,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,13538080005,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] DIS_Feirão,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,13538080005,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] DIS_Feirão,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,13538080005,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] DIS_Feirão,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,13538080005,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] DIS_Campanha_ACP,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12763050613,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] DIS_Campanha_ACP,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12763050613,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] DIS_Campanha_ACP,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12763050613,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] DIS_Campanha_ACP,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12763050613,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] DIS_Campanha_ACP,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12763050613,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] DIS_Campanha_ACP,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12763050613,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[Display] WebFeirão Abr. 2021,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12705187110,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[Display] WebFeirão Abr. 2021,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12705187110,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[Display] WebFeirão Abr. 2021,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12705187110,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[Display] WebFeirão Abr. 2021,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12705187110,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[Display] WebFeirão Abr. 2021,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12705187110,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[Display] WebFeirão Abr. 2021,"10,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12705187110,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] DIS_Geral,"69,30", --,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada,12705003093,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] DIS_Geral,"69,30", --,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada,12705003093,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] DIS_Geral,"69,30", --,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada,12705003093,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] DIS_Geral,"69,30", --,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada,12705003093,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] DIS_Geral,"69,30", --,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada,12705003093,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] DIS_Geral,"69,30", --,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada,12705003093,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[Display] Feirão Fev. 2021 Presencial,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12397435588,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[Display] Feirão Fev. 2021 Presencial,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12397435588,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[Display] Feirão Fev. 2021 Presencial,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12397435588,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[Display] Feirão Fev. 2021 Presencial,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12397435588,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[Display] Feirão Fev. 2021 Presencial,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12397435588,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[Display] Feirão Fev. 2021 Presencial,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12397435588,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[Display] Feirão Fev. 2021,"55,50", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12309283914,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[Display] Feirão Fev. 2021,"55,50", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12309283914,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[Display] Feirão Fev. 2021,"55,50", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12309283914,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[Display] Feirão Fev. 2021,"55,50", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12309283914,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[Display] Feirão Fev. 2021,"55,50", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12309283914,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[Display] Feirão Fev. 2021,"55,50", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,12309283914,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
